bK,CostRate,Status,Range,pSizeM,pSizeSD,pSizeU,pSizeL,cPropM,cPropSD,cPropU,cPropL,cDegM,cDegSD,cDegU,cDegL,resM,resSD,rSizeM,rSizeSD,rSizeU,rSizeL
10.0,0.16,Social,10.0,936.13,243.09089853282242,983.7749409851983,888.4850590148014,0.63363394,0.13179455580062185,0.659465198476521,0.6078026815234789,0.06695669600000001,0.011977580359086205,0.06930425863109163,0.0646091333689084,10.0,7.387122849787942e-14,435.03,40.089014704779174,442.88730256168367,427.1726974383162
10.0,0.16,Social,12.0,959.8,268.5029954876828,1012.4256205048019,907.1743794951981,0.56733921,0.15351262244067104,0.5974271313529307,0.5372512886470693,0.06000087699999997,0.015136003867999372,0.06296747926851393,0.05703427473148603,10.0,8.318330861359709e-14,434.51,48.07109214486395,443.9317610044616,425.0882389955384
10.0,0.16,Social,14.0,898.3,318.45677441643033,960.7163813412322,835.8836186587675,0.5115938500000001,0.15619957265842388,0.5422084039225896,0.4809792960774106,0.053885682000000004,0.014883740759589387,0.05680284160741277,0.05096852239258722,10.0,7.426646548220923e-14,416.03,63.51180284010209,428.47808471416977,403.5819152858302
10.0,0.16,Social,16.0,971.78,442.2521694849459,1058.4598331112393,885.1001668887607,0.3681043217000001,0.17995761860518172,0.4033753670991887,0.33283327630081144,0.0412322913,0.017000944439681125,0.04456441520677752,0.03790016739322248,10.0,7.900486706341263e-14,413.17,84.573643057397,429.7461295741349,396.5938704258652
10.0,0.16,Social,18.0,953.0,542.0450799397304,1059.238884305899,846.7611156941008,0.1488949474747475,0.16140497575290566,0.18052974166440428,0.11726015328509068,0.02085391588888888,0.01588343120044706,0.023967011223824174,0.017740820553953575,10.0,6.773336333089127e-14,394.21,103.91287648795023,414.5765497052829,373.843450294717
10.0,0.16,Social,20.0,633.01,662.9969528549502,762.95501597054,503.06498402946,0.08006637686567165,0.0974969382895134,0.09917542578143844,0.060957327949904876,0.013597246492537315,0.01193039619827153,0.015935561197972226,0.011258931787102407,10.0,7.194690412236104e-14,251.72,206.90123634236699,292.2718974786531,211.1681025213469
10.0,0.16,Social,0.0,1094.86,51.86365575119815,1105.025089818074,1084.6949101819257,0.7201472099999998,0.11578074535044652,0.742839819278004,0.6974546007219956,0.07530972799999999,0.011573061443462469,0.07757800637989744,0.07304144962010255,11.0,0.0,469.01,7.9743275578571495,470.5729394937608,467.44706050623915
10.0,0.16,Social,2.0,1091.83,65.00536963057806,1104.5708184282626,1079.0891815717373,0.7309393900000002,0.1066434063060794,0.7518411137197291,0.7100376662802713,0.075708311,0.010236108330361095,0.07771455138276079,0.07370207061723921,11.0,8.021041499400177e-14,468.49,9.619246332223746,470.37533765182906,466.6046623481709
10.0,0.16,Social,4.0,1089.0,101.80839599438494,1108.9540791046738,1069.0459208953262,0.7417210000000003,0.11451286482533328,0.7641651092594522,0.7192768907405483,0.07703989199999996,0.010710845037545791,0.0791391790683168,0.07494060493168311,11.0,8.196621107801949e-14,466.6,13.646977687385585,469.27475849760793,463.9252415023921
10.0,0.16,Social,6.0,1072.49,147.17209708914308,1101.3352012099226,1043.6447987900774,0.7259612199999996,0.1186988000609556,0.7492257574962667,0.7026966825037325,0.075382093,0.010942247204107986,0.07752673405991523,0.07323745194008477,11.0,8.238631662957782e-14,462.8,20.08930063491509,466.73743060296107,458.86256939703895
10.0,0.16,Social,8.0,1069.51,168.44970445000175,1102.5255356532643,1036.4944643467356,0.71587944,0.1214771508338648,0.7396885242456945,0.6920703557543055,0.07372661800000004,0.011032747291378986,0.07588899675122007,0.07156423924878,11.0,8.71933780573234e-14,462.57,21.038657276546907,466.69350108703696,458.446498912963
10.0,0.16,Social,10.0,1109.77,214.9217313490206,1151.8938856261752,1067.6461143738247,0.6860120700000003,0.11155245877185116,0.7078759503304316,0.664148189669569,0.070844543,0.010727459041578223,0.07294708635329678,0.06874199964670323,11.0,8.583284891125033e-14,463.9,27.596195389944604,469.30875495012566,458.4912450498743
10.0,0.16,Social,12.0,1046.85,264.71060527575116,1098.7323256758682,994.9676743241316,0.66069682,0.13671911255100716,0.6874932738711922,0.6339003661288077,0.06934061999999998,0.012847743161019179,0.07185873140768435,0.0668225085923156,11.0,8.138361701077785e-14,452.87,39.6723215857101,460.64563221044153,445.0943677895585
10.0,0.16,Social,14.0,1001.69,306.8884143933897,1061.8390244228126,941.5409755771876,0.62392551,0.1312930764722396,0.6496584803334836,0.5981925396665163,0.06659186299999999,0.012636680059700943,0.06906860679965315,0.06411511920034682,11.0,7.93458386986839e-14,440.47,48.85989255002512,450.04636304419176,430.89363695580835
10.0,0.16,Social,16.0,1042.97,383.17523630471186,1118.0709668848726,967.8690331151273,0.5331331000000001,0.15286880634241756,0.5630948357154112,0.5031713642845891,0.05707067600000002,0.014394846435886403,0.05989201407998659,0.054249337920013456,11.0,8.944496448844446e-14,437.99,64.27588894756727,450.5878428405229,425.3921571594771
10.0,0.16,Social,18.0,1132.9,503.29131873612886,1231.543286623534,1034.2567133764662,0.4224009520000001,0.18301908715370116,0.4582720342134117,0.3865298697865884,0.04583542109999999,0.01648744018547672,0.049066900021568764,0.04260394217843122,11.0,8.833675332452978e-14,438.56,69.36228369942846,452.1547579008667,424.9652420991333
10.0,0.16,Social,20.0,975.92,485.75039689207466,1071.1253290894176,880.7146709105823,0.25292659559999997,0.17523028204492516,0.28727110005179,0.21858209114821006,0.030225879700000007,0.0172452066649959,0.03360587812359521,0.0268458812764048,11.0,8.68218642808914e-14,406.46,90.60964849286196,424.2191649098663,388.7008350901336
10.0,0.16,Social,22.0,932.78,675.93276487108,1065.2603885567785,800.2996114432217,0.11138732382142863,0.12447824615655476,0.1357846119464272,0.08699003569643005,0.01690317645238095,0.013957912473031334,0.01963887704861019,0.014167475856151713,11.0,6.766571775467493e-14,353.42,176.90066025880176,388.09189256834816,318.7481074316518
10.0,0.16,Social,0.0,1190.74,50.15302240708586,1200.5698118409082,1180.9101881590918,0.7316583699999997,0.10978397918774876,0.7531756346984734,0.7101411053015259,0.07584476000000002,0.010487303048299344,0.07790023364317572,0.07378928635682433,12.0,0.0,479.71,7.0303556097824815,481.0879243902372,478.3320756097628
10.0,0.16,Social,2.0,1186.38,67.4961697379409,1199.6090062824255,1173.1509937175747,0.7485183000000001,0.1271186852662829,0.7734331046849244,0.7236034953150755,0.07705780199999998,0.011182613335807416,0.07924955395641023,0.07486605004358972,12.0,9.478377936087306e-14,478.42,8.513730087335396,480.0886604476895,476.75133955231064
10.0,0.16,Social,4.0,1183.34,96.56580108606742,1202.2665493759853,1164.4134506240143,0.7256268699999998,0.10663416407111066,0.7465267822749468,0.7047269577250528,0.07606729099999995,0.011062493165785435,0.0782354998355185,0.0738990821644814,12.0,8.713330576666868e-14,477.88,10.673593584168358,479.9719859175601,475.7880140824399
10.0,0.16,Social,6.0,1175.58,125.8817931973717,1200.2523782922292,1150.9076217077707,0.7250258799999998,0.11724584199775805,0.7480056429465292,0.7020461170534704,0.07548497200000001,0.009697350578161736,0.07738561780285763,0.07358432619714239,12.0,9.848052649910696e-14,476.29,14.030890919681475,479.0400041090503,473.5399958909498
10.0,0.16,Social,8.0,1141.87,188.59307136174587,1178.8335630518452,1104.9064369481546,0.7511094600000001,0.11204640567422737,0.7730701521450882,0.729148767854912,0.07742745100000001,0.01077904879334874,0.0795401057589207,0.07531479624107931,12.0,8.677955832881409e-14,470.9,20.992141386718984,475.0143841400879,466.785615859912
10.0,0.16,Social,10.0,1136.51,229.16733311197862,1181.4259722875486,1091.5940277124514,0.72014591,0.11495198361284233,0.7426760849609759,0.6976157350390239,0.07444176400000002,0.011037346812348728,0.07660504424077184,0.0722784837592282,12.0,7.767554781836128e-14,467.82,26.236760470759343,472.96231059993113,462.6776894000689
10.0,0.16,Social,12.0,1138.49,228.70816369647625,1183.3159767351199,1093.6640232648801,0.7055694800000001,0.12703067001736315,0.7304670340129912,0.680671925987009,0.07320561700000003,0.011359008295871062,0.0754319417335609,0.07097929226643916,12.0,8.878127715426948e-14,468.69,26.891149101516657,473.9605684157605,463.4194315842395
10.0,0.16,Social,14.0,1171.34,339.33542358110765,1237.848521414372,1104.8314785856278,0.6523735399999998,0.1123179889932295,0.6743874614979124,0.6303596185020872,0.06786554399999996,0.011198733760891784,0.07006045550169321,0.06567063249830671,12.0,9.724316702323408e-14,464.75,40.575947308719726,472.70273959909883,456.79726040090117
10.0,0.16,Social,16.0,1143.58,361.3098275928176,1214.3954254928128,1072.764574507187,0.6462012200000002,0.13367776175682605,0.6724015800643959,0.6200008599356046,0.06754489799999999,0.01281780815507862,0.07005714225428605,0.06503265374571396,12.0,9.600434893969632e-14,457.99,49.018464888243905,467.59744265162215,448.3825573483778
10.0,0.16,Social,18.0,1162.18,467.7688797349443,1253.8610164600818,1070.498983539918,0.5503095199999999,0.14800609255453714,0.579318181318756,0.5213008586812438,0.058945903999999966,0.013745514495560385,0.061639975357277624,0.05625183264272232,12.0,8.010016454863094e-14,451.22,60.35123528147539,463.0486248507222,439.3913751492778
10.0,0.16,Social,20.0,1136.82,484.76145086261187,1231.8314992278488,1041.808500772151,0.4434622159999999,0.15148599903052995,0.4731529264603873,0.41377150553961256,0.048758370999999995,0.014742780626128863,0.051647902928711006,0.045868839071289004,12.0,1.0650314312711073e-13,440.14,75.90336224436966,455.01678574779237,425.26321425220766
10.0,0.16,Social,22.0,1186.88,581.3807021290618,1300.8285246467685,1072.9314753532317,0.26803538089999995,0.16468117130150875,0.300312297622879,0.2357584641771209,0.0337203838,0.015657483083617148,0.03678919411744986,0.030651573482550137,12.0,1.0247591173877673e-13,432.82,87.56784569692232,449.98298251235224,415.6570174876478
10.0,0.16,Social,24.0,961.43,723.7296813148965,1103.2784121108666,819.581587889133,0.2134220603409092,0.22083616457560884,0.25670515358753604,0.17013896709428233,0.02789474261363638,0.020693417719563473,0.03195057799036703,0.02383890723690573,12.0,9.118903274471522e-14,356.02,168.34137815759976,389.0143040899282,323.0256959100718
10.0,0.16,Social,0.0,1281.09,43.07313372027682,1289.5321791458928,1272.647820854107,0.7454754899999996,0.08674823001617551,0.7624778307895419,0.7284731492104572,0.07761282399999997,0.008527926774103346,0.07928426694718785,0.07594138105281213,13.0,0.0,487.24,6.879127851697478,488.58828429407237,485.89171570592765
10.0,0.16,Social,2.0,1282.51,64.76569970737489,1295.2038439861265,1269.8161560138735,0.7425548600000004,0.09829345896854176,0.7618200241013823,0.7232896958986185,0.07701979099999999,0.008783363289513577,0.07874129858463683,0.07529828341536318,13.0,1.0397875571171001e-13,487.96,8.122708907747464,489.5520217041664,486.3679782958336
10.0,0.16,Social,4.0,1281.01,111.6476686688617,1302.8925411274895,1259.1274588725105,0.7419734399999999,0.10676559839656292,0.762899112929572,0.7210477670704277,0.07739118700000003,0.010051807705392744,0.07936130512374928,0.07542106887625079,13.0,1.0085771819418864e-13,487.65,9.700902019915466,489.5513418726561,485.74865812734384
10.0,0.16,Social,6.0,1265.06,140.79592079719959,1292.6554936109362,1237.4645063890637,0.7469121100000001,0.1101494387996447,0.7685010034667508,0.7253232165332495,0.07740063599999995,0.009772557113502622,0.07931602201304086,0.07548524998695905,13.0,1.035297763770148e-13,484.72,12.227084689328029,487.11646458160345,482.3235354183966
10.0,0.16,Social,8.0,1264.73,186.18101623978959,1301.2208089313406,1228.2391910686595,0.7273846499999997,0.1076068558226091,0.7484752063565502,0.7062940936434493,0.075644143,0.010130815160908621,0.07762974630060351,0.07365853969939648,13.0,9.520925551245508e-14,484.81,16.871096585580915,488.1166741948262,481.5033258051738
