coop_efficiency,cost_rate,sociality,res_mean,res_var_range,res_sd,pop_size_mean,pop_size_sd,pop_size_ub,pop_size_lb,coop_prop_mean,coop_prop_sd,coop_prop_ub,coop_prop_lb,coop_deg_mean,coop_deg_sd,coop_deg_ub,coop_deg_lb,range_size_mean,range_size_sd,range_size_ub,range_size_lb
2.5,0.7,Social,15,6,1.16E-13,2253.66,213.1498368,2295.436601,2211.883399,0.006997334,0.00484819,0.007947561,0.006047106,0.002143894,0.001153384,0.002369953,0.001917835,521.07,4.382362377,521.9289272,520.2110728
2.5,0.7,Social,15,8,1.05E-13,2183.06,270.5977976,2236.096194,2130.023806,0.008486101,0.006521459,0.009764284,0.007207919,0.002491485,0.001346769,0.002755447,0.002227523,519.94,5.057311539,520.9312149,518.9487851
2.5,0.7,Social,15,10,1.04E-13,2194.57,346.6971506,2262.521393,2126.618607,0.008016415,0.005798303,0.009152862,0.006879969,0.002336891,0.001245419,0.002580989,0.002092793,519.34,6.264535098,520.5678263,518.1121737
2.5,0.7,Social,15,12,1.10E-13,2235.45,407.8840788,2315.393811,2155.506189,0.008596893,0.006383219,0.009847981,0.007345805,0.002407874,0.001083881,0.002620311,0.002195438,518.97,7.990563184,520.5361216,517.4038784
2.5,0.7,Social,15,14,1.17E-13,2214.59,474.7223345,2307.633869,2121.546131,0.008246066,0.005286619,0.009282224,0.007209908,0.002425804,0.001074424,0.002636387,0.002215221,517.7,10.46661359,519.7514186,515.6485814
2.5,0.7,Social,15,16,1.14E-13,2140.41,510.1453169,2240.396646,2040.423354,0.008697234,0.005219825,0.009720301,0.007674167,0.002581478,0.001206079,0.002817865,0.002345091,515.3,14.34189667,518.1109601,512.4890399
2.5,0.7,Social,15,18,1.01E-13,2022.73,617.0510163,2143.669778,1901.790222,0.009855209,0.008737467,0.011567722,0.008142697,0.002541932,0.001438397,0.002823852,0.002260011,509.79,17.99738592,513.3174228,506.2625772
2.5,0.7,Social,15,20,1.15E-13,2080.8,672.7107833,2212.648892,1948.951108,0.009951153,0.007208923,0.011364075,0.00853823,0.002641725,0.001322269,0.002900885,0.002382565,509.62,20.79412417,513.6955735,505.5444265
2.5,0.7,Social,15,22,1.15E-13,1929.56,791.9098168,2084.771473,1774.348527,0.009484133,0.008340162,0.011118775,0.007849491,0.002372118,0.001191057,0.002605561,0.002138675,497.77,35.93851833,504.8138202,490.7261798
2.5,0.7,Social,15,24,1.20E-13,1883.87,803.3928389,2041.332104,1726.407896,0.009804999,0.010719091,0.011905902,0.007704096,0.002594008,0.001715704,0.00293028,0.002257736,492.15,49.11402549,501.7761722,482.5238278
2.5,0.7,Social,15,26,1.41E-13,1826.77,782.5073512,1980.138624,1673.401376,0.010223176,0.010119994,0.012206659,0.008239694,0.002914904,0.001954698,0.003298018,0.00253179,489.59,43.65503293,498.1462293,481.0337707
2.5,0.7,Social,15,28,1.15E-13,1892.68,915.6151752,2072.137278,1713.222722,0.009159343,0.009181316,0.010958848,0.007359839,0.002605154,0.002045056,0.003005978,0.00220433,482.57,66.90026233,495.6822106,469.4577894
2.5,0.7,Social,15,30,1.38E-13,1615,929.4343995,1797.165796,1432.834204,0.011729494,0.015178456,0.014704417,0.008754571,0.002930313,0.002735675,0.003466495,0.00239413,450.62,108.6363457,471.9123327,429.3276673
