Species,Clade,social_system,range_size,pre_var_among,pre_var_within,tmp,dtr,str,pre,body_mass,abundance,X95..Lower.CI,X95..Upper.CI
Struthio_camelus,Paleognathae,0,9259259.043,1.597012336,2.439037343,24.51033411,14.91475687,10.70142819,34.93380984,111000,1473534,16328,128266252
Rhea_americana,Paleognathae,1,6537549.664,2.306394025,2.694592685,22.24652027,11.77777379,8.350147458,97.50199804,23000,1222934,14451,120610212
Rhea_pennata,Paleognathae,0,670035.533,1.724267916,1.767712327,9.497782051,11.81554916,14.25045779,17.35773083,23900,909831,10772,76374058
Casuarius_casuarius,Paleognathae,0,394352.7442,2.565581759,2.854622167,26.2461957,9.038687293,2.279547252,254.4698995,44000,30797,357,3111650
Casuarius_bennetti,Paleognathae,0,396486.3779,2.553487467,2.729724531,23.69121167,13.41260317,1.610114498,274.6167702,34999.99,3317,33,288267
Casuarius_unappendiculatus,Paleognathae,0,185350.5822,2.50172507,2.706420866,26.45289279,8.836216522,1.143106129,238.0082337,46073.85,11959,119,947589
Dromaius_novaehollandiae,Paleognathae,0,4235748.764,2.161096742,2.252443821,19.96343844,13.82469909,14.89150188,37.60512005,34093.25,2128327,24355,195242855
Apteryx_australis,Paleognathae,1,9857.993908,2.599168873,2.439389086,5.786069489,5.392944574,10.27783356,274.9338318,2320.51,729,8,68564
Apteryx_owenii,Paleognathae,0,35.16838851,2.461788177,2.493078375,13.11873646,7.911000061,9.404833603,122.0720444,1238.29,1,0,108
Apteryx_haastii,Paleognathae,0,39570.18141,2.706699147,2.685236019,7.533966597,8.861058207,11.48799038,264.8180174,2022.68,377,4,33144
Tinamus_tao,Paleognathae,0,3810484.552,2.100011896,2.997935182,25.72290528,11.14096304,2.795196974,164.3679095,1600.1,560678,6747,47197665
Tinamus_solitarius,Paleognathae,0,1069608.942,2.432113065,2.674157367,21.09340439,10.63831312,7.788840856,119.6604338,1386.41,253360,2905,20847370
Tinamus_osgoodi,Paleognathae,0,28701.74079,2.650055265,2.967664719,21.31495838,11.27584743,2.696249986,222.3939102,1285,947,10,82613
Tinamus_major,Paleognathae,0,7672718.386,2.327226805,2.950046651,25.80793921,10.13641734,2.462120463,188.2229255,1026.21,987534,11265,95253012
Tinamus_guttatus,Paleognathae,0,3971186.795,2.228870692,2.937192977,26.14227798,10.30905206,2.153977979,196.866485,686.18,540234,6381,48383443
Nothocercus_bonapartei,Paleognathae,0,137927.208,2.57658883,2.764056303,20.05386376,10.86535456,1.627295908,167.3547397,763,46944,474,4076352
Nothocercus_julius,Paleognathae,0,139147.9556,2.387149607,2.635162935,15.22835966,12.68716309,1.4796007,104.5321688,674.5,37037,398,3538514
Nothocercus_nigrocapillus,Paleognathae,0,206296.7807,2.282367993,2.737925485,17.58394117,13.08713566,3.231197961,103.6852661,586,70288,797,6574987
Crypturellus_berlepschi,Paleognathae,0,59534.33789,2.932860511,2.997882094,25.60176268,8.856250104,1.299801571,406.5506127,516.83,354,4,33227
Crypturellus_cinereus,Paleognathae,0,5924779.184,2.299615029,2.952325072,26.06437742,10.01195342,2.190002577,194.799662,506.63,1813324,21873,173966617
Crypturellus_soui,Paleognathae,0,11151222.76,2.305867487,2.931477734,25.51408039,10.53495679,2.834894142,165.5255213,216.16,2991861,29791,275916056
Crypturellus_ptaritepui,Paleognathae,0,1885.286411,2.681402802,3.11549592,20.49861145,10.28121567,1.779166639,233.7970505,411.51,NA,NA,NA
Crypturellus_obsoletus,Paleognathae,0,1841826.268,2.417230996,2.737498355,21.51609383,10.99596161,6.379762532,135.8443756,443.4,709155,9209,67404096
Crypturellus_cinnamomeus,Paleognathae,0,661411.7597,2.381292317,2.892426928,23.35466394,12.34673262,6.360435142,122.2964829,422,663986,6939,58657609
Crypturellus_undulatus,Paleognathae,0,8533511.589,2.259415581,2.938395817,25.61200844,10.76006806,3.238372842,170.0436947,564.42,2925439,31458,232166827
Crypturellus_transfasciatus,Paleognathae,0,41881.22033,1.606675347,2.572691393,24.38625959,12.45675017,3.771222162,46.7097415,283,7196,72,689229
Crypturellus_strigulosus,Paleognathae,0,2589981.447,1.957104865,3.031004058,26.07346533,11.20664568,2.556574735,166.2298721,430.58,566280,5620,49710359
Crypturellus_boucardi,Paleognathae,0,334426.9608,2.555696785,3.054627299,24.67142277,9.769979342,4.458513898,201.9570613,435.62,94680,1089,9373746
Crypturellus_kerriae,Paleognathae,0,18968.99827,2.742417129,3.115994151,25.18343061,8.499301084,1.522277784,387.7941676,411.51,175,2,14096
Crypturellus_erythropus,Paleognathae,0,1242529.51,2.43073462,2.93145793,25.95145032,9.384519479,2.038915414,156.4492639,485,305214,3278,28410011
Crypturellus_duidae,Paleognathae,0,131826.5585,2.566240311,2.931544527,26.07021626,9.883452851,2.128858737,217.6261179,426,54397,579,5353817
Crypturellus_noctivagus,Paleognathae,0,1469564.579,2.344673986,2.684248985,22.83542633,10.81815585,5.34518467,89.11161601,561.99,244656,2664,21886044
Crypturellus_atrocapillus,Paleognathae,0,120601.7715,2.575744177,2.979210187,24.23333549,10.58603654,4.790790607,193.5007921,453,275448,2774,26079381
Crypturellus_variegatus,Paleognathae,0,5436849.917,2.341684253,2.942217448,25.95972654,9.841132464,2.076886953,197.301754,378,1328314,15238,115990635
Crypturellus_brevirostris,Paleognathae,0,833118.7366,2.468096104,2.916361498,26.41784534,8.935458112,1.731830899,211.4622136,411.51,16416,191,1388940
Crypturellus_bartletti,Paleognathae,0,1611496.597,2.446909953,2.893031878,26.06949732,10.34286537,2.323970222,193.1110389,241,179858,2002,15466698
Crypturellus_parvirostris,Paleognathae,0,6659535.622,2.181359565,2.894377204,24.87886675,11.30882443,4.400953834,126.1342099,198.99,2083633,21693,202172918
Crypturellus_casiquiare,Paleognathae,0,86537.95714,2.402068886,2.921981055,26.13687075,9.632938319,2.113735647,259.6109488,411.51,7902,91,788258
Crypturellus_tataupa,Paleognathae,0,4855861.195,2.318124194,2.733288063,23.38619832,11.47205026,7.059415325,99.11327795,218.8,1304992,14876,120299407
Rhynchotus_rufescens,Paleognathae,0,5674200.175,2.330169829,2.724982969,22.32694943,11.55446319,7.640760202,106.4634578,843.47,1300587,13782,121872542
Nothoprocta_taczanowskii,Paleognathae,0,26581.63461,1.897228241,2.696623935,10.25981506,14.3213892,3.700833374,56.70410601,475.31,691,8,66423
Nothoprocta_ornata,Paleognathae,0,765344.4257,1.823076455,2.527047609,9.938305555,15.30464784,6.820466915,39.51047972,619.27,186923,1891,17248843
Nothoprocta_pentlandii,Paleognathae,0,612683.6853,1.921334514,2.446332776,11.00078754,14.25100162,8.596080817,37.99763232,300.73,477278,5648,38763501
Nothoprocta_cinerascens,Paleognathae,0,1208917.267,2.118116653,2.482424021,19.72020619,13.78556088,14.30853721,51.27099366,523.89,616687,6675,53591133
Nothoprocta_perdicaria,Paleognathae,0,118590.6159,2.138710196,2.605358196,11.86265267,10.92694914,9.595851639,68.31732878,458,725200,7858,62647426
Nothoprocta_curvirostris,Paleognathae,0,52527.7806,2.260084804,2.572596836,13.45623163,14.94910666,1.474944504,69.24067179,376,723,7,64213
Nothura_darwinii,Paleognathae,0,1098896.656,2.022749934,2.338231332,15.30577619,14.5254574,14.07127984,37.79446094,244.58,291641,2938,24087719
Nothura_chacoensis,Paleognathae,0,111834.3717,2.074465206,2.533406258,24.71095974,12.59549728,10.17353078,60.62754089,226.08,9222,114,834724
Nothura_maculosa,Paleognathae,0,4023288.736,2.326443463,2.610446017,20.29800217,11.88313596,10.38837271,93.68586095,257.48,1590220,15954,151336107
Nothura_minor,Paleognathae,0,1108253.097,2.286154428,2.901498115,23.30254987,11.73913328,6.168835087,122.1203974,165.8,NA,NA,NA
Nothura_boraquira,Paleognathae,0,1348296.472,2.271445155,2.706702241,24.90711727,11.27064844,4.531299639,75.13775449,283,467456,4932,41392664
Taoniscus_nanus,Paleognathae,0,1072265.521,2.305888961,2.884979113,22.7517048,12.0111948,7.111145599,113.6082666,43,19216,224,1934917
Eudromia_elegans,Paleognathae,0,1493624.395,1.958770979,2.14220517,14.50765771,13.471522,15.28632083,33.82236891,702.9,1365122,15977,115545183
Eudromia_formosa,Paleognathae,0,285672.4679,2.092098801,2.576537336,22.83746904,13.33979665,12.505139,54.54951279,772.93,81689,850,7167554
Tinamotis_pentlandii,Paleognathae,0,632710.1566,1.671624606,2.438616685,7.801479043,15.49720674,6.500532528,31.01513723,650,233245,2259,20169042
Tinamotis_ingoufi,Paleognathae,0,403733.4544,1.759906511,1.85587702,7.813609788,10.74002646,13.46821952,24.26011291,730,171597,2050,15504123
Jynx_torquilla,Picidae,0,17649136.37,1.972120404,2.340404327,1.383663092,10.39690575,35.16406535,45.89394479,34.96,6411462,59790,587917762
Jynx_ruficollis,Picidae,0,1609043.05,2.217420607,2.780814727,20.79921219,12.64660907,5.851415987,97.81396833,46.4,254071,2836,21127101
Picumnus_innominatus,Picidae,0,4531626.734,2.311127334,2.928671991,18.35656953,9.533220824,14.84985235,124.0685309,10.2,2565686,28042,235407056
Picumnus_aurifrons,Picidae,0,2989266.488,2.101218636,2.989822683,26.00105465,10.67032701,2.569612798,176.1277098,8.94,912563,9980,79081198
Picumnus_pumilus,Picidae,0,210423.8261,2.483361398,2.874871114,26.19468801,9.479505847,1.940024527,255.2182655,9.48,95675,998,8936461
Picumnus_lafresnayi,Picidae,0,779374.8989,2.454807349,2.761635071,25.0728177,11.11730778,1.926936764,210.5945115,9.48,281878,2853,25980995
Picumnus_exilis,Picidae,0,1264006.827,2.501298018,3.007712987,25.35582717,9.368864497,2.238188053,199.964807,9.3,1185383,12582,107530723
Picumnus_nigropunctatus,Picidae,0,24797.17392,2.414520383,2.76155737,26.3140192,9.157170296,2.035104185,124.3553429,11.32,NA,NA,NA
Picumnus_fuscus,Picidae,0,11590.9873,2.150100708,2.948742151,26.34465408,11.4570837,3.862499952,124.3074341,11.32,NA,NA,NA
Picumnus_sclateri,Picidae,0,44945.62016,1.836490035,2.720669826,23.42128258,13.34831034,2.912944444,57.01122322,11.02,7921,92,778527
Picumnus_squamulatus,Picidae,0,437386.9679,2.419192005,2.954748365,24.97070512,10.11404559,2.576044596,146.5772772,10.2,395942,4436,38264800
Picumnus_spilogaster,Picidae,0,280874.9397,2.523689814,3.000562599,26.2862862,8.9548157,2.066129041,179.1133628,13.2,440459,4935,40510700
Picumnus_minutissimus,Picidae,0,69554.78448,2.687018881,2.985117712,26.40149216,7.840666828,1.907366662,208.0396198,13.29,9579,106,857609
Picumnus_pygmaeus,Picidae,0,837474.1665,2.31053847,2.698935109,25.7103385,10.79669651,3.399051096,76.08346072,11,732952,8459,65210571
Picumnus_steindachneri,Picidae,0,7118.922845,2.263231635,2.530065536,18.24069436,14.77777799,1.798611065,72.25949097,9.9,694,8,64753
Picumnus_varzeae,Picidae,0,189643.3913,2.506095083,3.009284485,27.05397892,8.64178333,2.146680103,164.2918952,11.32,53874,619,4602881
Picumnus_dorbignyanus,Picidae,0,100469.4767,2.13448661,2.69239266,15.76413533,14.32453953,5.39886372,65.70495004,9.6,235562,2537,19624847
Picumnus_temminckii,Picidae,0,514581.5311,2.515645034,2.545719587,19.3563948,10.6846954,9.890180335,137.1742411,11.5,669451,7463,62407455
Picumnus_albosquamatus,Picidae,0,2007279.992,2.28935318,2.922868599,24.60501444,11.78663932,5.33763971,125.2065708,11.9,1971507,20788,180140196
Picumnus_cirratus,Picidae,0,2348460.613,2.302381022,2.764260805,22.50085587,11.64520184,8.51381031,104.0024258,10.2,2117191,21885,196486643
Picumnus_rufiventris,Picidae,0,1172719.045,2.486788288,2.871206763,25.70713191,10.7121742,2.523455177,197.1489478,21,839606,9873,75162413
Picumnus_fulvescens,Picidae,0,119592.5925,2.362777154,2.667596811,25.11153001,10.18590471,4.06510685,67.33931742,11.32,99835,1039,9284798
Picumnus_limae,Picidae,0,41862.98842,2.305720011,2.850889079,26.88135223,9.163333448,2.667055575,70.59378382,11.32,18693,210,1510406
Picumnus_nebulosus,Picidae,0,517928.0647,2.495657108,2.414691161,18.7891168,10.69669014,11.2991014,132.5203153,11.6,79271,864,6986400
Picumnus_castelnau,Picidae,0,57699.81541,2.472383034,2.767589683,26.40866116,10.24143541,1.762976232,198.0003444,11.4,8345,93,701363
Picumnus_subtilis,Picidae,0,39544.25625,2.579581672,2.963607983,20.50625645,11.32715927,3.176439394,203.7495408,10.4,8991,100,801304
Picumnus_olivaceus,Picidae,0,493974.8909,2.484520198,2.947431787,23.92998199,9.858101511,2.16463572,182.5281988,10.6,365293,3928,33179129
Picumnus_granadensis,Picidae,0,27384.64241,2.565597653,2.732920885,20.60167575,10.61927116,1.281145781,165.740428,12.2,3873,41,396111
Picumnus_cinnamomeus,Picidae,0,130928.2028,2.45647457,2.868503321,26.89745153,9.954567768,2.155624991,122.0606713,11.32,318957,3257,25565834
Sasia_africana,Picidae,0,2527784.986,2.238346061,2.797045911,24.45172969,10.54649811,2.200224982,137.1649841,9.4,374790,4271,35363442
Sasia_abnormis,Picidae,0,1159649.152,2.616089585,2.875545713,26.19343695,8.734193871,1.66723707,235.4009156,9.2,378881,4257,32398211
Sasia_ochracea,Picidae,0,1515543.877,2.322472304,3.095637453,22.56334874,9.900180808,9.272480984,153.018793,9.7,258063,2471,22667538
Nesoctites_micromegas,Picidae,0,74799.65089,2.390663796,2.656626479,24.01466751,9.11751461,3.917356335,119.2440083,32.19,128625,1435,12199568
Melanerpes_candidus,Picidae,1,5535970.531,2.330763323,2.782998945,23.25507585,11.46503908,7.187053367,112.4297295,108,2253395,24911,219683269
Melanerpes_lewis,Picidae,0,2075995.543,2.091389578,2.204416663,6.845612538,14.81634169,24.04303911,44.02746166,105.76,100094,3137,3158406
Melanerpes_herminieri,Picidae,0,1468.62273,2.706320127,2.882647912,25.28578822,6.718680859,3.089722236,253.7446086,100,210,2,19995
Melanerpes_portoricensis,Picidae,0,8923.083019,2.637544632,2.740414461,24.04833412,6.682662169,3.738055547,178.7953746,59.86,8923,91,783654
Melanerpes_erythrocephalus,Picidae,0,5461683.203,2.249569609,2.397749421,10.72566802,12.99917841,27.87203506,68.56012179,71.6,1815209,63290,47576206
Melanerpes_formicivorus,Picidae,1,1502706.446,2.24593118,2.674433545,17.66339355,14.58806342,12.01809232,80.78918446,79.62,2462650,54946,115495162
Melanerpes_pucherani,Picidae,0,486437.573,2.556098082,3.033479523,24.95672553,9.711142652,3.321194771,220.8721999,62.4,1063700,10892,95761570
Melanerpes_chrysauchen,Picidae,1,15256.01086,2.72341013,3.188183129,22.98711872,11.46666694,2.030624986,255.5644035,52.48,2294,26,194777
Melanerpes_cruentatus,Picidae,1,7237147.708,2.273089884,2.966178581,25.91932024,10.3274122,2.376988934,189.0490089,58.1,4508145,51535,365645971
Melanerpes_flavifrons,Picidae,1,1557771.435,2.40086823,2.759896548,21.42635982,11.17385868,7.486540517,124.4484643,57.78,761812,8222,62137846
Melanerpes_cactorum,Picidae,1,942033.8454,2.173733664,2.601902569,21.63672631,13.03324482,12.42625013,65.50104615,34.94,1271734,14925,117370856
Melanerpes_striatus,Picidae,1,74161.47045,2.385860412,2.654598398,24.10586732,9.190578184,3.901397859,118.2827262,73.4,918179,10642,87052872
Melanerpes_radiolatus,Picidae,0,11021.79104,2.860138226,2.893157053,24.78748627,8.656791687,3.373333359,179.3078766,108,6350,73,568137
Melanerpes_chrysogenys,Picidae,0,161373.5556,2.207373997,2.956610754,24.25046497,14.05829762,5.968275901,85.34727774,67.72,1767374,19134,160721338
Melanerpes_hypopolius,Picidae,1,81784.16853,2.201454084,2.86392826,20.36699992,15.28195421,5.153103475,80.65220247,52.4,193867,2029,17051982
Melanerpes_pygmaeus,Picidae,0,126112.5025,2.405306938,2.760074833,25.85012995,11.49754181,5.857666673,98.24767337,38.81,478083,5798,42135331
Melanerpes_rubricapillus,Picidae,0,877834.6203,2.409307863,2.896585309,25.69356278,9.819460549,2.294615156,136.4091747,52.33,2373016,27355,226856558
Melanerpes_uropygialis,Picidae,0,567324.4917,1.984070225,2.291462007,20.64734024,16.40108278,15.84077957,32.80660804,64.66,5532502,111398,275157684
Melanerpes_carolinus,Picidae,0,3074161.816,2.404392891,2.463444036,14.03483133,12.218674,25.00492527,90.70296686,69.5,35486803,2982807,439877983
Melanerpes_superciliaris,Picidae,0,114069.0888,2.418909904,2.800075275,25.21815258,10.1000442,5.776138294,112.981572,77.31,730725,8388,69502809
Melanerpes_aurifrons,Picidae,0,1414625.355,2.282862804,2.609249631,21.597351,13.49894282,12.11253188,85.79853712,80.77,9142977,168681,429818002
Melanerpes_hoffmannii,Picidae,0,51111.86987,2.405478633,3.08620882,26.16207455,10.68780518,2.822826137,168.4780519,72.16,40987,457,3402832
Sphyrapicus_varius,Picidae,0,4472315.752,1.96629881,2.311434092,0.283598183,11.54491165,35.93905673,52.2201017,50.3,15246450,716531,303271810
Sphyrapicus_nuchalis,Picidae,0,2075624.395,2.041294747,2.105352592,6.368047726,15.04317656,25.54581296,36.42454807,48.49,1229404,15243,101851275
Sphyrapicus_ruber,Picidae,0,1000123.485,2.227611213,2.509607101,4.357444765,11.18509616,21.22745191,89.37030468,54.79,1792429,49465,64508298
Sphyrapicus_thyroideus,Picidae,0,649120.1776,2.062097482,2.133355016,6.82890649,16.04401551,24.10662867,36.60885418,47.6,131208,1414,11806992
Xiphidiopicus_percussus,Picidae,0,110277.3366,2.407386886,2.793429973,25.23470351,10.06971205,5.821879509,112.3119729,60.86,368583,4420,31258032
Campethera_punctuligera,Picidae,0,4070381.326,1.983764178,2.894366638,26.65409674,12.88607912,5.955481081,94.24156573,71.79,538375,5862,46377953
Campethera_scriptoricauda,Picidae,0,751693.6849,2.239519705,2.965200854,23.80262719,10.40479803,5.944741274,98.08827417,57.5,63293,633,4932340
Campethera_nubica,Picidae,0,3241336.041,1.909059949,2.543970771,24.88280042,13.10366654,5.486940139,51.90884383,59.7,698597,7168,57451302
Campethera_bennettii,Picidae,0,4469921.881,1.927580453,2.759231708,21.52670944,14.09776141,8.485417558,66.43532381,70.1,379023,4191,33136128
Campethera_abingoni,Picidae,0,7184316.957,1.968277657,2.779726375,22.45515806,13.39213948,7.869417804,71.59674343,67.52,1100297,12179,96054812
Campethera_mombassica,Picidae,0,57677.62644,2.381464444,2.62288859,25.910194,8.766528054,4.146008755,67.39315916,59.58,22124,235,2210931
Campethera_notata,Picidae,0,95428.77675,2.277744929,2.317724353,16.86809327,11.60994504,9.41608995,53.21944339,62,54289,587,4966349
Campethera_maculosa,Picidae,0,4611843.267,2.216692279,2.858188489,24.72553014,10.76099193,2.824390625,134.9780083,54,212058,2296,20398572
Campethera_cailliautii,Picidae,0,3823971.241,2.122520797,2.839954201,22.86595476,11.70215601,4.38984285,100.032558,41.1,783992,8378,81147230
Campethera_tullbergi,Picidae,0,62707.498,2.379978245,3.100068244,24.25825769,9.406303753,3.357424194,189.7240843,50.5,134134,1307,11681063
Campethera_nivosa,Picidae,0,3825842.411,2.265078784,2.834292259,24.72383569,10.32126781,2.659935234,137.6614933,37.8,580879,5889,54911593
Campethera_caroli,Picidae,0,3849726.472,2.238849438,2.824097429,24.46692186,10.63261583,2.545464364,134.5016243,44.15,574588,6404,50396199
Geocolaptes_olivaceus,Picidae,1,773995.6374,2.137522903,2.3706785,16.33327207,14.12386627,11.80197542,44.80772859,120,65451,681,5878523
Dendropicos_elachus,Picidae,0,1588913.65,1.365532526,2.552767895,27.90193633,15.49921867,11.49239164,28.27284377,18.4,432680,5229,40543941
Dendropicos_poecilolaemus,Picidae,0,723686.3235,2.224923153,2.82495235,23.51318281,11.91975727,3.114817151,122.6190277,28.1,65782,731,6166434
Dendropicos_abyssinicus,Picidae,0,360073.2674,2.279595816,2.866577615,18.83961518,14.1239043,4.143634506,95.34835708,24.45,47981,535,4722391
Dendropicos_fuscescens,Picidae,0,12708768.94,2.059650457,2.726937755,22.70998465,12.83040548,6.667625103,80.57543284,26,2608507,28705,235413084
Dendropicos_gabonensis,Picidae,0,1688352.484,2.284958985,2.837522556,24.67215495,9.699899548,2.361011254,144.3139401,25.92,115074,1262,10719966
Dendropicos_lugubris,Picidae,0,661441.269,2.381009473,2.90412719,26.26881094,10.31497104,3.689028425,141.5891846,39.02,74397,791,6613174
Dendropicos_stierlingi,Picidae,0,534905.4785,2.051331155,2.940944834,22.54349389,11.20412922,6.075982308,86.3361432,28,31102,344,3021878
Thripias_namaquus,Picidae,0,7980417.701,1.977781347,2.749586903,22.51979576,13.50529572,7.155326982,70.73859416,82.5,1051199,10812,105174804
Thripias_pyrrhogaster,Picidae,0,800529.5208,2.376633394,2.920804888,26.38579623,10.07225503,3.758258715,144.6975803,68.5,129958,1293,13587741
Thripias_xantholophus,Picidae,0,2776353.451,2.259434129,2.798838088,24.33125193,10.17960973,2.392600596,137.295827,82.5,57031,708,5125449
Mesopicos_elliotii,Picidae,0,755495.268,2.21212368,2.803175571,23.4752875,10.47918329,2.620268717,122.8656414,37.2,403778,4038,38192428
Mesopicos_goertae,Picidae,0,7460292.399,1.812815371,2.781969499,26.65432083,13.55313385,7.105315846,78.44986559,44.48,1265716,14726,107399704
Dendropicos_spodocephalus,Picidae,0,595112.594,2.260732338,2.739348737,20.7855744,13.51780473,3.822585486,81.7492499,47.28,4873505,55851,423978787
Mesopicos_griseocephalus,Picidae,1,2206119.905,1.980689298,2.813061817,20.62630383,13.34249753,6.695424558,82.10428555,40.89,614179,7223,62496641
Dendrocopos_obsoletus,Picidae,0,5967593.219,1.943921198,2.860800319,26.34775538,13.27032872,6.205397332,86.6988582,21.4,418250,5108,32091778
Dendrocopos_temminckii,Picidae,0,173473.6359,2.462216618,2.819989532,24.52389304,10.47153305,1.24972724,205.8997423,66.72,398101,4269,36541362
Dendrocopos_maculatus,Picidae,0,267253.5114,2.648793223,2.972940448,25.3250787,8.686621605,2.767936031,202.17365,24.5,500581,5006,43196727
Dendrocopos_moluccensis,Picidae,0,742649.6037,2.619670369,2.872163577,26.28681745,9.02528311,1.398222768,227.4243543,16.15,1037808,11114,99488791
Dendrocopos_canicapillus,Picidae,0,8010810.884,2.253638533,2.860990241,15.14760001,9.995022119,20.81436096,118.2841322,25.76,3329661,32919,307619009
Dendrocopos_kizuki,Picidae,0,1603020.854,2.162704368,2.714487343,5.064482484,10.16740348,33.74214339,80.133301,19.19,209915,2455,19665035
Dendrocopos_minor,Picidae,1,18548908.46,1.97925148,2.323407227,0.826489304,10.1195899,35.34997227,46.59028542,19.8,3672184,39869,348799005
Dendrocopos_auriceps,Picidae,0,79474.36487,2.403194419,3.036884882,18.97383792,12.21082578,16.9313891,111.5680853,39.92,366299,3683,29738143
Dendrocopos_macei,Picidae,0,904703.8664,2.41753416,3.162275385,22.39963311,10.41181295,12.32843824,156.8826669,44.93,571853,6641,49192360
Dendrocopos_atratus,Picidae,0,309610.6649,2.320638658,3.079077361,21.01160667,10.63766723,8.477846024,145.2107695,46.73,376664,4656,36651649
Dendrocopos_mahrattensis,Picidae,0,2815279.671,2.175166201,2.925784649,25.80119057,12.17702915,13.73824953,88.0069105,34.3,631264,6584,53874857
Dendrocopos_dorae,Picidae,0,129511.083,1.349323685,1.805965605,22.44511969,12.30149031,13.23309806,16.12625326,19.49,NA,NA,NA
Dendrocopos_hyperythrus,Picidae,0,1618772.906,2.155677211,2.890908293,11.81078142,11.32697768,18.27980783,99.74151826,46.49,865135,8787,76935513
Dendrocopos_cathpharius,Picidae,0,125806.9169,2.282055815,3.116230392,14.56281346,10.69484742,12.57783353,143.2261812,30.74,198974,2421,18619676
Dendrocopos_darjellensis,Picidae,0,301933.9055,2.180776685,2.975149779,11.33028577,11.45231164,13.55348445,106.9727597,70.66,67664,756,5582945
Dendrocopos_medius,Picidae,0,3923491.587,2.139950346,2.258998718,8.908742654,9.312896686,24.00414941,55.09888431,59,899396,9554,88149659
Dendrocopos_leucotos,Picidae,0,11181511.25,1.992659595,2.388639949,1.785638381,10.48834693,35.76972619,49.66075265,116.8,3132302,33713,307395458
Dendrocopos_major,Picidae,0,24413724.29,1.979623031,2.358317039,1.815547777,10.27821046,34.1478371,49.24588937,74.94,19280315,224748,1784451583
Dendrocopos_syriacus,Picidae,0,2931365.507,2.062392001,2.234378084,10.54579644,10.79427895,25.58670589,44.23919649,76.7,2793245,28148,241552031
Dendrocopos_leucopterus,Picidae,0,2454403.28,1.573570601,1.885804418,10.24402096,13.22794198,33.98173614,14.48986297,67,428550,4833,48147685
Dendrocopos_assimilis,Picidae,0,604188.6435,1.731822594,2.159998376,23.91195129,14.1776211,20.17466089,17.95813105,51.84,12703,139,1175692
Dendrocopos_himalayensis,Picidae,0,115066.1126,2.329992311,2.678658253,11.20108232,10.66060905,18.69482593,72.85337963,67.74,557386,5898,50462594
Veniliornis_lignarius,Picidae,0,597481.8136,2.170211577,2.522246167,10.63312852,11.92043139,10.72643256,67.46122893,34,548273,5086,48145951
Veniliornis_mixtus,Picidae,0,3656621.358,2.216006494,2.658411583,21.13970948,12.81153142,10.11649708,85.66881757,28.74,1070115,12613,101563671
Picoides_nuttallii,Picidae,0,183833.9502,2.230002984,2.62085937,13.54307406,13.90412437,15.529917,52.3386059,37.39,2218314,28943,171108568
Picoides_scalaris,Picidae,0,2914772.738,2.139414688,2.45656255,19.67328632,15.26859699,15.22337765,53.01708042,31.59,1563825,40842,56321375
Picoides_pubescens,Picidae,1,12800223.82,2.073643573,2.334108882,4.499365724,12.15203157,30.19975115,58.49276725,25.55,28459924,4171675,190237758
Picoides_borealis,Picidae,1,901961.0177,2.487351974,2.516508999,17.93379363,12.41597764,20.4278355,107.3744064,47.99,152263,1635,13797950
Picoides_stricklandi,Picidae,0,18699.26464,2.226437058,2.825562477,14.96372059,15.39710331,5.82023825,75.02804729,40.87,1168,12,103614
Picoides_villosus,Picidae,0,13332874.44,2.057487537,2.33815739,4.398574535,12.26851933,30.00425772,57.62750148,62.65,16835765,1292859,211104808
Picoides_albolarvatus,Picidae,0,499656.9296,2.189174497,2.391288894,8.745657622,14.21303925,21.27720609,52.03377053,61.07,78716,792,7750777
Picoides_tridactylus,Picidae,0,23486930.71,1.882286193,2.306752481,-3.106112539,10.53512273,38.97190177,43.04267896,65.49,1665663,18875,167899845
Picoides_arcticus,Picidae,0,6771211.075,1.917816742,2.298143455,-0.663996896,11.27276823,34.14061362,49.12712604,69.24,1297213,14917,123902034
Veniliornis_callonotus,Picidae,0,136187.779,1.777407079,2.433182031,23.4286304,12.03023375,3.690643912,72.65852752,26.47,530644,5764,51269662
Veniliornis_dignus,Picidae,0,95384.14648,2.584170478,2.711250458,17.87624533,11.01417933,1.332232139,163.303763,37.6,43952,490,3944842
Veniliornis_nigriceps,Picidae,0,181315.524,2.324063762,2.668569104,16.10638116,13.36722016,2.401133922,97.40815998,43.96,50151,540,5324840
Picoides_fumigatus,Picidae,0,1109542.216,2.457544272,2.848910493,21.22809308,11.51066652,3.686995579,146.74282,36.2,665046,7280,68709189
Veniliornis_passerinus,Picidae,0,11102862.12,2.285406163,2.917803557,25.37084541,10.66554897,3.303625915,158.7498036,32.1,3346739,36358,302144037
Veniliornis_frontalis,Picidae,0,102721.2167,2.200286571,2.766379279,19.50694482,13.27726123,9.235416805,72.50179021,36.7,173684,1866,14041810
Veniliornis_spilogaster,Picidae,0,1540012.26,2.435963608,2.642782405,20.13397626,11.04982996,9.550941361,123.9091806,40.3,590546,6263,50845729
Veniliornis_sanguineus,Picidae,0,36223.60332,2.658710139,3.004404051,26.47223282,7.473809685,1.863928565,209.4534814,26.5,16582,167,1457692
Veniliornis_kirkii,Picidae,0,705329.2909,2.504543235,2.916514639,25.26329958,10.11821234,2.039429806,170.839037,28.8,366014,3679,37291559
