Species,Clade,social_system,range_size,pre_var_among,pre_var_within,tmp,dtr,str,pre,body_mass,abundance,X95..Lower.CI,X95..Upper.CI
Accipiter_melanochlamys,Accipitridae,0,115449.9377,2.455883765,2.640394688,21.08299844,17.9845144,1.702547594,266.7316729,265,51279,583,4931879
Accipiter_albogularis,Accipitridae,0,37461.21026,2.341240056,2.663239988,25.7610143,8.358384387,1.710389034,273.4076538,248.75,36671,405,3110396
Accipiter_haplochrous,Accipitridae,0,16389.59457,2.65115118,2.676975584,21.83294487,5.781833458,6.338166714,111.9121552,198.41,98782,1136,8944814
Accipiter_rufitorques,Accipitridae,0,17581.12036,2.844311535,3.045576394,24.12260485,7.049427271,3.617500067,246.2669296,209,167362,1872,16001041
Accipiter_henicogrammus,Accipitridae,0,22781.85455,2.260694098,2.578664112,25.41920166,9.331652927,0.692416525,197.664537,332.94,3279,32,301495
Accipiter_luteoschistaceus,Accipitridae,0,19581.40678,2.667052216,2.845499198,25.61017058,9.587693108,1.51268518,329.1509738,214,NA,NA,NA
Accipiter_imitator,Accipitridae,0,17612.96044,2.447435439,2.66785118,26.1958077,8.710781336,1.653021097,266.6065331,222.49,NA,NA,NA
Accipiter_poliocephalus,Accipitridae,0,671500.5103,2.504388722,2.763556972,25.48465567,10.59048972,1.687348187,256.1761271,214.76,127641,1476,10925087
Accipiter_princeps,Accipitridae,0,11549.61699,2.882069468,3.081175764,25.4200236,10.32508135,1.421666702,419.1319529,332.94,NA,NA,NA
Accipiter_superciliosus,Accipitridae,0,8560355.565,2.308331465,2.930552904,25.13734845,10.34415798,3.043193382,180.6566002,99.51,566024,5637,53090674
Accipiter_collaris,Accipitridae,0,253265.3575,2.569795626,2.731341888,18.68542367,11.25855193,1.553985942,161.8403811,332.94,14824,166,1294429
Accipiter_erythropus,Accipitridae,0,3904812.091,2.237991567,2.867294148,25.64485883,10.48048344,3.197847244,135.3304096,111.2,225968,2274,19229966
Accipiter_minullus,Accipitridae,0,6794381.579,2.03702901,2.790247908,21.99074555,13.05500262,6.382502212,76.84241218,87.43,715059,8008,61385880
Accipiter_gularis,Accipitridae,0,4785704.925,1.914298835,2.585376175,-0.402574606,12.2231794,40.39248843,51.25339729,120.66,1938075,20537,167226967
Accipiter_virgatus,Accipitridae,0,4398429.706,2.344684089,2.960690751,19.21475684,9.737200829,12.11570972,134.2924199,116.99,758689,8257,83170806
Accipiter_nanus,Accipitridae,0,110477.0023,2.274677827,2.708902155,23.77156405,10.72461494,1.120913948,203.7832494,332.94,151129,1674,14561335
Accipiter_erythrauchen,Accipitridae,0,48150.32163,2.497132474,2.768229087,25.40443325,9.691508558,0.823842595,214.2514343,156,6603,72,647361
Accipiter_cirrocephalus,Accipitridae,0,5488639.45,2.240999887,2.452462326,21.49310212,13.17836792,12.04870011,73.79032247,165.73,764248,8793,69783081
Accipiter_brachyurus,Accipitridae,0,19412.52613,2.768491125,2.918160439,25.3374382,9.836882114,1.386833346,360.1704132,142,NA,NA,NA
Accipiter_rhodogaster,Accipitridae,0,146036.8507,2.394334991,2.797461923,24.29881242,10.66160928,1.206542508,205.4534299,172.71,22007,251,2042262
Accipiter_madagascariensis,Accipitridae,0,476517.5119,2.333976564,2.949413082,22.72938178,9.490421632,5.924343912,121.2019531,180.41,152775,1838,15162252
Accipiter_ovampensis,Accipitridae,0,7295779.859,1.989824814,2.805809014,22.78386631,13.19701227,6.964171841,77.22360082,195,206037,2256,20699793
Accipiter_nisus,Accipitridae,0,23601610.75,1.952691243,2.326287058,-0.521307886,10.30110062,36.49119282,45.56316228,220.79,18706083,201705,1603116955
Accipiter_rufiventris,Accipitridae,0,756057.211,2.253378566,2.748791548,17.24377068,13.656772,6.46016101,83.9208442,198,66383,778,6590653
Accipiter_striatus,Accipitridae,0,16375303.87,2.089970674,2.406509364,7.060495087,11.92881058,25.52251089,65.82553264,130.59,1282643,50108,32450355
Accipiter_cooperii,Accipitridae,0,8393137.062,2.196489941,2.334190073,9.82309292,13.59969415,26.3993862,59.57665225,429.67,2701765,39075,213700669
Accipiter_gundlachi,Accipitridae,0,111343.6699,2.42263836,2.7998889,25.20455737,10.0897257,5.799008017,113.3301143,675,34524,384,3133182
Accipiter_bicolor,Accipitridae,0,14309701.27,2.301363333,2.846734453,23.82331548,10.68870312,4.463247009,147.5150425,287.54,535883,6101,45578228
Accipiter_melanoleucus,Accipitridae,0,9067092.6,2.11056494,2.786754673,23.11395514,12.07082137,5.494475664,96.24128863,698.99,538714,5837,47996770
Accipiter_henstii,Accipitridae,0,434639.6982,2.339560827,2.973070433,23.07976091,9.519104494,5.763877599,125.9769998,1050,56386,579,5408277
Accipiter_gentilis,Accipitridae,0,31775270.74,1.935233742,2.312033932,-1.030962988,10.58296451,35.88494806,46.36323385,866.04,1712821,21874,120216601
Accipiter_meyerianus,Accipitridae,0,269144.4129,2.510896184,2.746838841,23.09460873,14.239482,1.548604639,266.6647493,763.54,42652,452,3977070
Erythrotriorchis_buergersi,Accipitridae,0,152406.3187,2.519900793,2.71613112,23.49241223,14.0284185,1.70219577,261.1340984,575,NA,NA,NA
Erythrotriorchis_radiatus,Accipitridae,0,1074830.705,2.334711904,2.873610568,24.87707566,12.54080903,9.625815438,84.30295152,887.35,39146,425,3447613
Megatriorchis_doriae,Accipitridae,0,599836.9205,2.512183808,2.763319634,25.50703749,10.57297275,1.676706528,254.519717,999.99,44671,515,4223369
Urotriorchis_macrourus,Accipitridae,0,3073602.249,2.278838109,2.831065538,25.05378287,10.0682175,2.54002831,141.8422372,492,258759,2732,23238764
Butastur_rufipennis,Accipitridae,0,3625177.218,1.682101624,2.786071192,27.65573469,14.40620699,8.45981708,57.44966864,334.87,1899904,20316,182522193
Butastur_teesa,Accipitridae,0,3969936.888,2.161160595,2.850674539,25.10923839,12.14474265,14.14234639,88.38597292,325,605305,7569,54697749
Butastur_liventer,Accipitridae,0,1362916.882,2.322202446,3.060926721,24.97640111,10.25755488,5.715766624,165.7735177,337.99,270786,3198,24825017
Butastur_indicus,Accipitridae,0,1828306.34,2.04914643,2.719728988,3.79643136,11.14750388,37.44152903,68.1491554,414.6,3741664,46911,319965813
Geranospiza_caerulescens,Accipitridae,0,14333669.12,2.313720939,2.877843058,24.74776235,10.76783827,4.120602696,152.0954162,302.5,1299097,12976,109706994
Leucopternis_plumbeus,Accipitridae,0,162116.7598,2.695936953,2.989592557,24.75678403,9.464997451,1.497990183,281.6034725,482,7906,80,646688
Leucopternis_schistaceus,Accipitridae,0,3642728.144,2.431034602,2.923633753,26.17245725,9.993137988,2.349206481,198.1292075,999.99,937235,10472,82093418
Leucopternis_princeps,Accipitridae,0,113390.8952,2.736379886,2.920250978,22.11383384,11.19984173,1.607521338,256.373383,999.99,60626,617,6216272
Leucopternis_melanops,Accipitridae,0,2570861.924,2.480866399,2.926724104,25.80357322,9.546744308,1.889652945,212.2405779,312,263781,3118,23656855
Leucopternis_kuhli,Accipitridae,0,2375316.625,2.155244583,2.981788883,26.18993767,10.29343039,2.268856839,183.1942128,352.09,147569,1683,15726565
Leucopternis_lacernulatus,Accipitridae,0,164056.1439,2.449396932,2.779992139,22.51268676,9.574207425,5.802111161,112.7698888,595.5,122978,1397,10508551
Leucopternis_semiplumbeus,Accipitridae,0,236308.0576,2.620888982,3.033130253,25.20614494,8.920737945,1.947372559,273.1791404,285.04,54191,621,4696481
Leucopternis_albicollis,Accipitridae,0,8478535.509,2.291797632,2.955151491,25.6367869,10.44991312,2.651680331,183.2828715,703.7,775333,8518,72949882
Leucopternis_occidentalis,Accipitridae,0,49655.96035,2.43979097,2.959450559,23.3781851,12.67118398,2.199810554,123.0773797,659.99,45444,440,3816110
Leucopternis_polionotus,Accipitridae,0,813060.7763,2.441480843,2.629619374,21.36454061,10.16015846,7.109253858,111.7745034,595.5,298886,3161,27672521
Buteogallus_aequinoctialis,Accipitridae,0,324809.4991,2.501039275,2.877126936,25.18516085,8.350512024,3.480969847,152.6441555,657.63,491124,4876,44773849
Buteogallus_anthracinus,Accipitridae,0,1898078.973,2.317798068,2.785048189,22.89660784,12.9758129,8.572238758,115.7163938,975.09,1703763,16745,162668541
Buteogallus_urubitinga,Accipitridae,0,13126253.65,2.295579546,2.887590569,24.75188204,10.84359057,4.528570218,153.0344107,1152.87,1890121,22441,173794195
Buteogallus_meridionalis,Accipitridae,0,10432463.33,2.248314887,2.844856967,24.25152595,11.1038023,5.288965725,128.3974649,807.99,2588070,27896,233746660
Parabuteo_unicinctus,Accipitridae,1,9015595.351,2.219828705,2.614076337,21.29442957,12.51879886,9.068407912,80.32287071,850.28,4366752,47171,391080381
Busarellus_nigricollis,Accipitridae,0,12825637.87,2.3046026,2.878517936,24.83856649,10.69054074,4.169295418,148.8487071,766.14,2219484,25679,210415246
Geranoaetus_melanoleucus,Accipitridae,0,6807951.844,2.165829092,2.442353022,17.04298767,12.11881321,10.24236674,68.58224677,2378.62,992131,12575,90999259
Harpyhaliaetus_solitarius,Accipitridae,0,998204.2868,2.416744951,2.854801481,20.71814767,12.67593964,4.285292979,139.8040217,3000,151470,1443,12892813
Harpyhaliaetus_coronatus,Accipitridae,1,4233989.277,2.230133188,2.727023306,22.25125748,12.28537917,8.868261611,98.15381757,2950,341554,4140,28050837
Buteo_nitidus,Accipitridae,0,10412658.23,2.27572524,2.926889604,25.59150534,10.57826363,3.271595299,153.8796854,519.04,1396082,15450,132092483
Buteo_magnirostris,Accipitridae,0,15043360.16,2.31513411,2.85642287,24.38629139,10.8235522,4.749999049,148.1897639,269,8107125,93516,684862236
Buteo_lineatus,Accipitridae,0,3542030.731,2.371571719,2.415957056,13.08449718,12.10503593,24.47957455,88.40798335,603.72,5882135,399823,75820467
Buteo_ridgwayi,Accipitridae,0,35593.13237,2.416041533,2.631958882,23.32218094,9.403690084,3.922388872,125.8636459,866.4,949,10,92062
Buteo_platypterus,Accipitridae,0,4864047.783,2.261827913,2.394398733,8.50285504,11.87039147,29.05091612,79.025156,453.65,25187241,569922,1086179511
Buteo_leucorrhous,Accipitridae,0,1189248.195,2.403139518,2.705124094,18.59948129,11.70933378,6.928333424,118.0191468,290,149788,1629,14102738
Buteo_brachyurus,Accipitridae,0,14372802.04,2.306078546,2.893123154,24.77170482,10.8572778,3.950532099,151.7319187,496.01,1520986,17595,128391409
Buteo_albigula,Accipitridae,0,1021826.91,2.185285144,2.572307254,12.92833281,12.54107807,7.761552755,75.269554,524.99,141877,1495,12081647
Buteo_swainsoni,Accipitridae,1,6958993.998,1.92133792,2.247542012,4.645240107,13.64161763,29.27148785,35.57105879,946.61,4099774,152210,114555436
Buteo_galapagoensis,Accipitridae,1,6389.677468,2.50172919,2.482226014,23.02343798,10.19166684,4.715208054,72.6609726,1137.44,135411,2891,6875057
Buteo_albicaudatus,Accipitridae,0,9466789.108,2.33940241,2.759851849,23.05707413,11.33445953,6.981663663,113.5597621,885,1753032,19628,159750518
Buteo_polyosoma,Accipitridae,0,3165493.223,1.837996464,2.165176595,10.48731726,12.73351776,10.45328651,37.85546426,782.61,2722248,28491,252718864
Buteo_albonotatus,Accipitridae,0,7192504.192,2.313283944,2.710667948,23.22468035,11.91121099,6.741660297,117.5218254,745.92,164601,1628,14644805
Buteo_solitarius,Accipitridae,0,6957.484501,2.798215389,2.742424965,18.27527809,8.009583473,3.622500181,176.5134735,500.88,1336,14,105591
Buteo_jamaicensis,Accipitridae,0,15462822.34,2.069147503,2.348002932,6.318215174,12.67405012,28.40060688,57.23491337,1101.16,8074880,513585,126804485
Buteo_ventralis,Accipitridae,0,536992.0681,2.084847017,2.190450223,6.803729836,9.083141099,10.97413767,58.38192377,1190.52,19869,216,1762216
Buteo_buteo,Accipitridae,0,12325412.27,2.069489117,2.245119073,4.95816412,9.319944114,29.23471579,50.0675244,759.1,34850094,504624,2584025628
Buteo_oreophilus,Accipitridae,0,674707.0067,2.278257574,2.797585384,19.0620061,12.78500679,3.650773313,91.56057634,699.99,82653,961,7874803
Buteo_brachypterus,Accipitridae,0,591120.44,2.322196016,2.956024858,22.4028794,9.544472548,5.989790667,119.5979052,511,738830,8036,73290671
Buteo_rufinus,Accipitridae,0,8248923.965,1.797109338,2.032069658,11.19658579,12.26864781,29.0781516,24.84547444,1166.18,5891783,54961,510821094
Buteo_hemilasius,Accipitridae,0,5364261.897,1.577821104,2.368791397,-0.453769553,13.88994782,34.14038105,26.59119021,1358.89,2729959,27677,239949185
Buteo_regalis,Accipitridae,0,2780053.234,2.001113334,2.16778328,7.083834717,15.02366077,28.47031004,31.46823165,1437.18,206156,2381,17333209
Buteo_lagopus,Accipitridae,0,9709846.757,1.66061597,2.122257523,-9.90178512,8.137667614,39.99810875,30.10754485,949.76,3443191,48926,224914201
Buteo_auguralis,Accipitridae,0,7045229.264,1.976884913,2.852732388,26.37861557,12.49843793,5.926976939,95.00151308,663.92,1218799,12486,119878087
Buteo_augur,Accipitridae,0,3919632.936,2.075703929,2.726906677,21.65429914,12.40769968,5.320064779,74.53435057,1099.18,941511,9814,95051859
Buteo_rufofuscus,Accipitridae,1,1533534.657,1.968794257,2.237795662,17.73567647,14.63239021,12.18123463,33.39035568,1530,339607,3852,31186254
Morphnus_guianensis,Accipitridae,0,11702782.03,2.299268406,2.913204757,25.24449147,10.59809689,3.40060541,160.9108139,1750,143392,1656,12524253
Harpia_harpyja,Accipitridae,0,11064295.35,2.292269667,2.911358701,25.23655817,10.58780637,3.43591285,159.4252763,4800,313789,3512,27629960
Harpyopsis_novaeguineae,Accipitridae,0,730591.983,2.522813972,2.76675891,25.35555418,10.85352579,1.685316469,259.7677295,1959.59,87823,948,8494890
Pithecophaga_jefferyi,Accipitridae,0,144938.2545,2.661865965,2.856215581,25.19493528,9.156273355,2.402743056,199.2510058,5175.32,NA,NA,NA
Ictinaetus_malayensis,Accipitridae,0,3231811.389,2.470953125,2.963979157,24.77995732,9.733394887,5.956599751,179.843863,1028,1068642,10516,101021271
Aquila_pomarina,Accipitridae,0,2013351.788,2.109200161,2.274146814,8.02813063,8.958857765,24.67983329,53.56856047,1359.41,3258084,36843,311668283
Aquila_clanga,Accipitridae,0,8980278.979,1.937543404,2.318776429,0.589489929,10.43229121,37.7734788,42.24309624,2154.29,3949559,40955,373451357
Aquila_rapax,Accipitridae,0,17572054.36,1.86328226,2.661582867,24.56498902,13.62281769,9.448985792,59.13729869,2236.06,2961349,31803,285345678
Aquila_nipalensis,Accipitridae,0,6934593.808,1.566608546,2.020925391,4.07258407,13.02113013,34.55031098,18.56693214,2714.33,7466441,78905,715086397
Aquila_adalberti,Accipitridae,0,131221.7644,2.207571642,2.39983081,14.78247273,11.44269417,18.33722733,43.79227566,2958.03,28719,317,2759117
Aquila_heliaca,Accipitridae,0,9556213.617,1.866432108,2.153982277,3.146844232,11.50052777,36.78136779,32.57508042,3125.21,4277822,47604,422616913
Aquila_gurneyi,Accipitridae,0,601810.3459,2.509559203,2.751176324,25.37630685,10.70587929,1.589932253,258.904108,3059.99,87408,884,7843121
Aquila_chrysaetos,Accipitridae,0,39450265.95,1.851775815,2.256434985,0.617032228,11.19938882,35.24385583,37.63358016,4247.97,3515253,38942,356424476
Aquila_audax,Accipitridae,0,7679648.031,2.111492374,2.312620208,21.45150407,14.07560416,14.53438685,38.68854082,3449.86,1394979,16156,128173386
Aquila_verreauxii,Accipitridae,0,4020161.708,1.99629139,2.494997321,20.50677468,13.34275339,7.798268577,54.49587229,4195,386902,4056,34410583
Aquila_wahlbergi,Accipitridae,0,9578321.341,2.007594179,2.825520542,23.57582695,13.06968123,6.423372632,80.8016154,639.99,1284970,13537,113763892
Aquila_fasciatus,Accipitridae,0,5701484.067,2.110371779,2.637124011,21.04172411,11.87072521,16.81238318,69.76498496,1936.49,839263,8811,79813069
Hieraaetus_spilogaster,Accipitridae,0,12423292.01,1.953177432,2.769634194,23.92518744,13.21981693,6.433981701,73.65529496,1466.17,1231347,13137,118094703
Hieraaetus_pennatus,Accipitridae,0,6138248.034,1.975970342,2.297129195,6.979784603,11.82729252,29.54926898,40.08039808,823.75,4596210,50738,387055508
Hieraaetus_morphnoides,Accipitridae,0,7265023.225,2.119937337,2.3364646,21.72407612,14.08436539,14.59368189,39.23869048,775.05,332947,3536,29208002
Hieraaetus_ayresii,Accipitridae,0,5863148.993,2.112313283,2.831342911,23.07625721,12.12300183,4.931048694,92.06966756,806.06,391784,4641,34880106
Lophotriorchis_kienerii,Accipitridae,0,3758691.083,2.47050933,2.979525996,25.06471598,9.572296391,4.433476023,195.1686994,799,759949,8450,60682825
Polemaetus_bellicosus,Accipitridae,0,14888019.22,1.908411143,2.699695086,23.61369028,13.67008541,7.441189052,66.85125964,3964.54,633315,7202,51836670
Spizaetus_melanoleucus,Accipitridae,0,8710494.019,2.276916881,2.904040332,24.70300432,10.71676793,3.792104094,163.4365935,850,562120,6438,50991484
Lophaetus_occipitalis,Accipitridae,0,14031980.87,2.037948489,2.826870456,24.5009096,12.41256372,5.547624472,92.52480604,1067,881218,9879,74734183
Aquila_africanus,Accipitridae,0,1918245.902,2.303183171,2.801905967,24.85211418,9.879801986,2.512706328,144.8328042,1047,180265,1853,15211884
Nisaetus_cirrhatus,Accipitridae,0,4408300.107,2.40992861,2.985597927,25.56721147,10.42280192,7.385448132,163.2189259,1475.12,261597,2685,26616122
Nisaetus_nipalensis,Accipitridae,0,2149247.138,2.360823915,2.925281389,16.25211139,9.820118194,15.1458943,126.8338947,3004.99,272893,2612,22277476
Nisaetus_alboniger,Accipitridae,0,800448.3477,2.616365408,2.825327682,25.45129382,9.513721227,1.395337847,249.2992501,829.99,186893,2035,16354080
Nisaetus_bartelsi,Accipitridae,1,14421.48637,2.840889186,3.127357513,24.83775234,11.68221378,1.632812515,277.7764835,1391.37,630,7,61027
Nisaetus_lanceolatus,Accipitridae,0,183391.8231,2.44312063,2.818256945,24.56176206,10.43583599,1.235570141,204.5806823,1391.37,285692,3122,24752512
Nisaetus_philippensis,Accipitridae,0,126414.6932,2.688385339,3.138995784,25.0894433,8.552267029,3.568214266,220.9633208,1168,29330,337,2762284
Nisaetus_nanus,Accipitridae,0,1094809.568,2.60520163,2.822979383,26.21393389,8.874711277,1.288647253,241.0119313,557.76,173920,1840,17045289
Spizaetus_tyrannus,Accipitridae,0,8304333.121,2.311319407,2.928583311,25.25423084,10.37430809,3.07417181,178.8218267,1007.11,631627,6585,56624043
Spizaetus_ornatus,Accipitridae,0,9433721.9,2.310863563,2.918107442,24.97510419,10.51710428,3.642150788,175.400149,1197.4,439199,4669,43144530
Stephanoaetus_coronatus,Accipitridae,0,6608300.515,2.191145005,2.838884601,23.26498688,11.1433192,4.263213327,111.1482779,3640,983794,9790,87491153
Spizaetus_isidori,Accipitridae,0,469213.8242,2.400371103,2.731778704,17.3730617,12.755583,3.10723861,118.1901796,3087,107337,1206,8374911
Sagittarius_serpentarius,Accipitridae,0,14023594.92,1.893685757,2.686884459,23.51464499,13.77018397,8.017926467,63.13316237,4017,596782,5987,53206980
Herpetotheres_cachinnans,Falconidae,0,13330796.59,2.305906728,2.908840716,25.23454928,10.71204074,3.678908858,155.5855701,623.58,2138243,23572,183279270
Micrastur_ruficollis,Falconidae,0,12486169.39,2.309794289,2.898860585,24.97580466,10.63449059,3.58765246,158.5649421,177.64,1139525,12581,102522419
Micrastur_plumbeus,Falconidae,0,76375.70311,2.862852681,2.943901647,23.98950288,9.603062384,1.299139777,308.3971577,185.41,2107,24,187123
Micrastur_gilvicollis,Falconidae,0,4251681.562,2.467192711,2.918271653,25.83837407,9.825478642,2.052205638,202.6776026,209,270435,2776,22697382
Micrastur_mirandollei,Falconidae,0,5269885.686,2.328948735,2.945349144,25.98344592,9.832418013,2.026854652,202.3910922,548.99,356407,3544,29004709
Micrastur_semitorquatus,Falconidae,0,13182553.54,2.308122442,2.900288852,25.10074413,10.70390448,3.762622035,155.74895,621.68,1656360,17412,149201284
Micrastur_buckleyi,Falconidae,0,619557.0326,2.492852763,2.75935519,25.66368231,11.13087561,1.975012332,210.4621957,464,32401,389,2872951
Daptrius_ater,Falconidae,1,6702133.374,2.265088354,2.956191496,25.89685177,10.26451246,2.268858716,190.3111828,351.75,1938130,20845,164394892
Ibycter_americanus,Falconidae,1,8193442.502,2.283217675,2.969643183,25.88901358,10.40091949,2.391600361,184.5253055,624,1805293,19243,166869079
Phalcoboenus_carunculatus,Falconidae,1,44955.98296,2.426553836,2.607862051,13.19023,13.88510711,1.242692269,97.15133755,991,6126,75,398676
Phalcoboenus_megalopterus,Falconidae,1,1011292.224,1.781119599,2.430759454,9.166375781,15.06794183,7.656581329,33.37584718,787.99,937503,9242,85108251
Phalcoboenus_albogularis,Falconidae,1,341178.6894,2.180506318,2.263472615,5.905644751,8.204756246,10.15915176,67.44305994,808.99,136058,1422,12906225
Phalcoboenus_australis,Falconidae,1,23812.36381,1.326457232,2.003281549,4.976406336,7.296046138,8.41338557,48.99853802,1187,488449,9154,26774226
Caracara_plancus,Falconidae,0,9019115.106,2.180394551,2.574285745,19.7819363,11.74060713,9.020434719,87.21531425,1078.62,7964178,92547,698168423
Milvago_chimachima,Falconidae,0,13624390.7,2.302812703,2.866444064,24.6975293,10.73694301,4.292563214,150.4303311,315.21,6292192,71743,679593449
Milvago_chimango,Falconidae,0,3930614.854,2.165715239,2.319360995,14.81858836,12.08248281,13.28360176,65.63899654,296,9561508,118627,769955884
Spiziapteryx_circumcincta,Falconidae,0,1416372.049,2.17849417,2.513231587,19.62690734,13.49050473,14.22495732,58.3139772,166.24,331828,3543,32398374
Polihierax_semitorquatus,Falconidae,1,3103663.959,2.035539262,2.504975917,22.95763777,13.66183255,6.829656431,49.09667748,61.5,486969,5679,49265230
Polihierax_insignis,Falconidae,1,532936.5696,2.308539112,3.17792348,26.35578257,9.913430036,6.296373631,176.772657,96.99,48246,548,4341627
Microhierax_caerulescens,Falconidae,1,1206450.704,2.346484501,3.115029191,24.32358352,10.43762399,7.692052887,156.623748,38.72,224136,2441,20031251
Microhierax_fringillarius,Falconidae,1,1402352.924,2.615048666,2.864106827,26.09785399,9.099125433,1.472799148,237.6089966,42.9,505314,6253,41906956
Microhierax_latifrons,Falconidae,1,60479.23403,2.691437104,2.813534401,25.10559394,7.722244414,1.39159091,234.6783759,41.2,7955,81,689503
Microhierax_erythrogenys,Falconidae,1,253762.6947,2.649294341,2.96395814,25.26221831,8.791426776,2.772098752,202.4710784,49.96,147877,1742,13666816
Microhierax_melanoleucos,Falconidae,1,2360698.644,2.388865171,2.916869799,18.29740443,8.794811874,16.94982025,122.2459194,64.22,365899,4600,33517614
Falco_berigora,Falconidae,0,8273511.567,2.137667068,2.343936446,21.69813483,13.89282614,13.70556589,51.98535366,587.01,1756340,17388,158548704
Falco_naumanni,Falconidae,0,9671036.369,1.835085554,2.182021494,6.206220482,12.09442986,33.07631251,30.86069767,152.06,13382449,157395,1188926038
Falco_tinnunculus,Falconidae,0,49037026.09,1.914819869,2.38966749,8.553312528,11.52900475,26.90189137,49.42142087,183.21,42772390,463882,3682193756
Falco_newtoni,Falconidae,0,590995.808,2.322196016,2.956024858,22.4028794,9.544472548,5.989790667,119.5979052,123.38,1176747,12908,103578764
Falco_punctatus,Falconidae,0,773.9221765,2.55431211,2.922241449,22.9516325,7.073923588,5.5400002,155.7618408,167.41,618,6,60052
Falco_araea,Falconidae,0,225.9589723,2.743637085,2.921772361,27.07930565,5.28899312,2.358750105,160.9018784,79.77,80,1,7376
Falco_moluccensis,Falconidae,0,466435.9594,2.555832141,2.927594292,25.24149344,10.07023761,1.590793929,193.5503787,220,774378,8589,68233173
Falco_cenchroides,Falconidae,0,7685043.135,2.111519754,2.312670618,21.45081711,14.07874305,14.53058246,38.75952085,170.47,3866460,44251,368984467
Falco_sparverius,Falconidae,0,26638648.91,2.088408989,2.446660261,11.47456223,12.40608029,21.0540006,69.9036831,114.61,18475897,1537817,234133154
Falco_rupicoloides,Falconidae,0,3191508.184,1.901602699,2.407804456,20.43050931,14.77494318,10.48950176,37.27336262,261,378194,4113,33712297
Falco_alopex,Falconidae,0,5286034.086,1.829067091,2.822738312,26.87789531,13.91157588,7.074782992,72.48477278,273.86,1719154,18622,168752140
Falco_ardosiaceus,Falconidae,0,7345675.559,1.964105883,2.834670363,25.44482156,12.96435677,5.713855281,87.0380571,234.16,1550091,16393,137625234
Falco_dickinsoni,Falconidae,0,3765759.754,1.972417389,2.870877432,22.20554168,13.12273583,7.532602306,78.20171678,209,145591,1744,13320833
Falco_zoniventris,Falconidae,0,411893.8024,2.281069451,2.949594181,23.11942006,9.782925596,5.819458078,110.7508875,174,61613,732,5496528
Falco_chicquera,Falconidae,0,3166581.198,2.125931294,2.82110877,25.33812609,12.6046062,15.26276775,77.29822169,208,1441870,15205,133417927
Falco_vespertinus,Falconidae,0,9401775.902,1.953751969,2.215815522,1.228405398,10.06201552,37.30092227,41.00289789,151.49,8769191,100523,765199276
Falco_amurensis,Falconidae,0,2793291.94,1.882735513,2.652639195,0.49638528,12.52108969,41.53723431,45.52343179,141.87,12369492,159973,1129084022
Falco_eleonorae,Falconidae,0,122381.241,2.113022214,2.531629443,16.86074593,9.051217102,17.01311532,51.02739825,390,1676952,19481,151790903
Falco_concolor,Falconidae,0,380228.3429,1.006960915,1.403330422,22.42738072,13.93857441,15.83477558,5.99296255,250,716977,7076,60316454
Falco_femoralis,Falconidae,0,12691837.48,2.203520202,2.605996195,20.19031118,12.20444588,8.354964484,89.44450843,335.76,2012090,21515,175902859
Falco_columbarius,Falconidae,1,26326086.23,1.893548071,2.285065169,-3.182403115,10.32016482,38.7109055,42.76727174,188.5,4593576,300233,64903827
Falco_rufigularis,Falconidae,0,13377698.05,2.306925947,2.905574488,25.09383843,10.71327906,3.596864817,155.5600261,163.64,2080524,22495,190609698
Falco_deiroleucus,Falconidae,0,3323144.473,2.439789173,2.876484513,24.46973687,10.47610062,4.920032417,155.9990821,459.56,NA,NA,NA
Falco_subbuteo,Falconidae,0,28255832.37,1.943399954,2.317049394,2.241338787,10.59258527,35.28110037,44.21251074,208.17,9173374,112944,825554766
Falco_cuvierii,Falconidae,0,7436820.006,2.105558018,2.868639962,24.34580164,12.22263878,5.364551248,99.41732287,182.2,597196,6638,59124719
Falco_severus,Falconidae,0,3641161.591,2.3970548,2.971766397,22.74246834,9.879172798,7.042441754,176.6451734,200.64,530182,5763,44289128
Falco_longipennis,Falconidae,0,7754528.456,2.11598255,2.318858691,21.4918598,14.04404542,14.42530021,39.58462098,249.81,989940,10159,92126043
Falco_novaeseelandiae,Falconidae,0,148523.7003,2.509387237,2.487035449,8.599566706,8.925503042,11.16106203,190.3089385,418.6,142837,1639,12614282
Falco_hypoleucos,Falconidae,0,5366724.854,2.107931829,2.341987645,22.78947975,14.48755147,15.14667467,34.96607848,457.2,323303,3173,32359348
Falco_subniger,Falconidae,0,5910471.622,2.148533067,2.36461003,21.89598488,14.1426374,14.5624771,41.30837858,776.04,299221,3644,27470417
Falco_biarmicus,Falconidae,0,17896546.28,1.789298759,2.518829664,23.53665183,13.54152809,9.506175224,55.11254833,606.09,2086180,22048,188689706
Falco_jugger,Falconidae,0,2552980.423,2.101457801,2.796036229,25.32977375,13.08397719,16.39845874,69.63800971,755,675691,7678,67550713
Falco_cherrug,Falconidae,0,11514254.26,1.784114698,2.226810383,3.28220681,12.16034133,34.78821596,30.73646264,961.21,NA,NA,NA
Falco_rusticolus,Falconidae,0,5075908.416,1.805784117,2.114860953,-10.91433592,8.483361427,41.66173094,32.60920957,1431.72,NA,NA,NA
Falco_mexicanus,Falconidae,0,3975634.139,2.012000489,2.184468799,9.670866476,15.54095333,24.41057677,32.12364211,713.07,157611,1725,12570369
