fname,coop_efficiency,cost_rate,res_mean,res_var_range,sociality,pop_size_mean,pop_size_sd,coop_num_mean,coop_num_sd,noncoop_num_mean,noncoop_num_sd,coop_prop_mean,coop_prop_sd,aver_coop_deg_mean,aver_coop_deg_sd
nso_pfs_0701m0p0.csv,0,0,7,2,Nonsocial,825.88,63.4691175997342,0.0,0.0,825.88,63.4691175997342,0.0,0.0,0.0,0.0
nso_pfs_070100p1.csv,0,0,7,3.4,Nonsocial,812.67,103.17574053208165,0.0,0.0,812.67,103.17574053208165,0.0,0.0,0.0,0.0
nso_pfs_070100p2.csv,0,0,7,4.8,Nonsocial,783.47,147.2036625999105,0.0,0.0,783.47,147.2036625999105,0.0,0.0,0.0,0.0
nso_pfs_070100p3.csv,0,0,7,6.2,Nonsocial,781.77,173.19988190212223,0.0,0.0,781.77,173.19988190212223,0.0,0.0,0.0,0.0
nso_pfs_070100p4.csv,0,0,7,7.6,Nonsocial,728.63,215.37623435103592,0.0,0.0,728.63,215.37623435103592,0.0,0.0,0.0,0.0
